50
0,31,10,43,0,9,30,0,0,48,0,0,38,2,25,30,22,42,11,37,4,42,48,42,37,48,32,48,25,21,48,30,0,11,30,41,4,30,32,4,43,48,48,0,48,42,22,19,0,20
1,1,14,9,1,9,1,1,7,7,7,32,7,16,34,39,1,1,15,14,4,7,34,34,31,9,31,1,9,6,39,1,1,6,1,13,4,6,1,1,22,31,32,1,26,1,31,1,0,31
1,2,2,9,1,2,1,1,7,7,13,18,2,2,34,2,1,13,15,12,4,7,34,34,31,9,31,1,15,6,2,1,1,6,1,13,2,6,1,2,13,31,32,1,12,2,31,2,0,31
3,3,10,3,0,3,21,1,0,7,21,0,7,16,34,30,1,42,15,37,30,3,34,21,49,48,31,1,5,21,3,3,0,6,1,5,43,30,1,1,43,48,48,3,26,1,10,1,0,3
20,31,10,33,4,23,21,1,0,4,21,4,38,33,25,39,20,36,15,20,4,4,36,20,49,33,31,39,19,21,39,36,36,20,30,21,4,36,33,4,37,31,32,39,26,20,20,49,0,20
5,5,14,28,0,5,1,1,0,7,0,0,7,16,34,5,1,1,45,14,4,7,34,44,45,48,31,1,5,6,48,1,0,6,1,5,47,6,1,1,22,48,48,0,5,5,28,5,0,31
5,17,10,9,6,6,6,17,7,6,21,19,38,6,25,19,37,6,33,37,4,6,19,21,6,33,33,1,19,6,39,36,33,6,1,13,6,6,33,6,37,37,29,19,6,37,36,19,37,33
3,31,10,9,6,9,21,7,7,7,7,18,7,2,25,8,10,9,12,12,10,7,9,21,31,9,7,8,9,21,3,7,1,6,7,5,20,9,7,1,10,31,14,7,12,7,8,12,0,31
3,15,8,8,27,23,27,1,8,7,21,18,46,8,25,8,27,27,15,37,4,3,18,46,8,33,33,8,15,46,48,1,33,46,1,13,27,15,33,1,46,48,29,3,46,29,8,12,8,22
3,5,14,9,0,9,21,17,7,9,21,18,14,2,25,9,27,9,15,37,14,9,9,21,37,9,31,28,9,21,3,21,0,46,1,5,20,9,25,1,37,37,14,3,25,5,28,19,0,22
20,2,10,10,1,2,1,1,7,7,10,10,46,2,34,2,10,13,15,10,10,20,19,10,31,33,31,1,10,46,2,10,1,46,1,13,20,36,33,2,10,31,19,19,10,10,10,2,16,31
32,31,11,33,18,33,21,38,42,7,11,11,38,33,25,18,22,42,11,18,11,42,18,42,31,33,33,1,25,32,18,11,11,11,1,11,11,32,33,1,22,31,32,32,12,38,22,12,0,22
5,5,14,44,47,44,21,17,19,47,12,18,12,16,44,12,44,47,12,12,44,12,18,44,49,33,31,28,19,21,39,21,33,12,19,5,47,36,33,19,12,47,19,19,12,47,19,12,12,20
13,17,10,9,0,35,1,17,42,7,13,18,14,13,34,13,34,13,15,14,14,42,34,34,49,42,31,1,15,40,48,35,35,46,13,13,35,15,35,49,13,31,13,13,35,42,22,49,0,35
20,2,14,19,1,14,21,17,14,14,21,19,14,2,14,19,44,42,12,14,14,42,19,14,49,42,31,1,19,21,39,36,1,20,1,13,20,36,19,19,12,42,14,19,12,42,8,12,0,20
1,15,18,15,1,15,1,1,7,7,7,18,46,16,34,15,1,1,15,37,4,7,18,18,37,33,31,1,15,46,18,1,1,11,1,15,4,15,33,1,37,31,32,1,26,1,22,1,0,22
1,16,14,29,1,29,27,1,16,7,13,19,27,16,34,16,16,13,15,37,16,42,34,42,37,16,31,16,19,16,48,1,1,27,1,13,16,16,1,1,37,48,48,16,12,1,8,1,16,31
1,17,10,9,1,9,1,17,7,7,7,18,7,16,34,17,1,17,15,17,4,7,17,42,31,9,17,1,9,21,39,1,1,6,1,5,4,9,1,1,17,42,17,1,12,7,22,1,0,22
32,16,18,19,18,23,30,38,18,18,18,18,46,18,25,18,22,42,18,18,4,42,18,18,49,33,33,16,19,46,18,11,11,11,30,11,4,30,33,49,22,22,32,19,46,47,22,19,0,22
39,19,11,19,47,9,27,38,19,47,19,19,38,33,34,19,22,47,15,19,43,42,19,42,49,33,33,28,19,39,39,38,11,11,19,11,47,15,19,19,22,42,19,19,12,47,19,19,0,19
20,20,10,33,0,23,21,38,0,6,21,19,38,33,25,19,20,6,33,20,20,20,36,20,49,33,31,36,19,21,48,36,36,20,20,21,20,36,33,49,37,48,32,0,26,20,20,49,0,20
31,31,10,29,6,23,21,1,42,6,21,19,38,2,25,2,10,6,33,37,10,21,34,21,6,33,31,1,10,21,39,21,1,6,1,21,6,6,33,1,10,21,29,19,26,29,10,21,37,31
49,16,22,29,0,23,39,38,16,47,21,19,46,16,25,40,22,47,12,22,49,39,22,46,49,33,49,16,19,46,39,38,33,46,1,13,20,16,33,49,22,22,29,39,46,47,22,49,16,22
5,23,14,9,1,23,23,23,7,7,7,0,7,16,34,23,1,6,15,37,23,6,34,23,6,9,31,1,5,6,23,1,1,6,1,5,6,6,1,1,37,48,32,0,5,5,28,1,0,31
5,2,24,29,24,29,1,1,42,7,21,19,38,2,25,2,29,42,15,37,4,42,36,24,24,33,31,1,5,24,48,29,36,29,1,13,24,36,33,49,24,24,29,3,29,29,36,2,24,24
3,2,14,25,27,14,27,17,14,14,21,19,14,2,25,19,44,42,12,14,14,42,19,14,49,25,31,28,25,21,3,36,1,20,25,13,20,6,25,19,25,42,14,25,25,42,28,25,0,20
3,5,26,26,44,44,27,1,44,47,34,26,26,16,34,12,44,27,12,12,44,20,34,44,26,33,26,28,26,16,3,36,33,44,26,5,44,26,33,34,22,26,14,3,26,44,28,12,0,22
32,16,14,9,27,6,27,17,7,6,21,19,27,16,34,19,27,27,12,37,4,6,34,27,6,33,33,27,19,6,48,36,27,27,27,13,27,6,33,6,37,48,17,19,12,37,22,12,27,20
3,3,10,28,27,6,27,17,7,6,28,28,27,16,34,28,27,27,12,37,28,3,28,46,6,33,33,28,28,46,3,36,27,46,27,13,20,6,33,1,37,48,17,3,12,28,28,12,27,20
5,5,29,29,0,29,21,38,42,7,21,18,38,29,25,8,29,42,33,37,38,42,38,42,31,33,31,1,5,29,3,29,33,29,1,5,16,29,33,29,37,42,29,3,29,29,29,5,0,31
20,31,14,19,6,6,30,1,42,6,21,18,30,30,34,30,37,6,15,37,30,20,34,20,37,33,31,1,15,6,30,30,1,6,30,13,20,30,31,1,37,31,30,34,30,30,31,19,37,20
31,31,49,26,1,44,1,1,7,7,7,32,26,16,34,39,1,1,31,12,31,7,34,46,31,9,31,1,26,46,39,31,1,46,1,41,20,6,31,1,46,31,32,1,26,1,31,1,0,31
32,17,32,42,0,23,21,17,42,42,21,32,38,2,25,8,32,42,11,37,4,42,48,42,37,42,32,8,25,32,48,38,32,11,26,32,32,32,32,4,37,42,32,32,26,42,8,19,0,32
32,38,14,33,0,33,1,38,7,7,7,18,38,33,25,13,1,42,33,12,38,42,38,14,49,33,33,28,25,32,48,38,33,33,26,13,20,32,33,1,38,31,32,38,12,38,22,12,0,33
20,2,14,19,34,14,21,17,14,14,34,19,14,2,34,19,34,42,12,14,14,42,34,34,49,42,34,39,34,46,39,36,43,46,34,13,20,36,33,34,22,42,14,34,34,42,22,12,16,22
32,31,49,26,1,35,1,1,42,7,21,32,38,16,44,39,1,42,12,37,31,42,38,42,49,42,31,35,26,46,39,35,35,46,1,35,35,36,35,49,37,31,32,32,35,38,31,49,0,35
32,31,36,19,1,44,27,1,42,7,21,19,40,36,34,19,37,36,37,37,31,42,36,46,37,33,31,36,19,40,48,36,36,36,1,13,36,36,31,1,37,31,32,36,26,37,36,19,37,31
39,16,24,19,47,9,27,17,19,37,37,19,40,16,25,19,37,37,37,37,43,42,19,37,37,48,48,28,19,40,48,38,11,11,19,13,47,37,19,19,37,37,19,19,12,37,19,19,37,19
1,38,10,38,1,44,1,38,7,7,7,18,38,16,44,12,1,9,12,12,38,7,38,20,31,9,31,1,9,21,39,38,1,12,1,41,20,9,38,1,38,31,32,38,12,38,22,12,38,31
39,15,10,29,0,29,39,0,39,6,21,0,27,16,34,39,27,27,15,37,30,39,34,21,39,48,31,39,15,39,39,30,0,6,30,15,20,30,33,39,37,48,48,39,39,30,10,19,0,20
5,15,14,29,1,29,21,40,40,7,7,18,40,29,44,40,29,40,15,12,44,12,18,40,31,33,31,1,15,40,48,29,33,29,1,15,47,15,40,1,40,42,29,40,12,29,8,12,40,31
32,16,10,8,0,44,41,1,41,48,41,41,46,16,44,8,41,42,15,10,10,42,48,46,49,48,41,8,10,46,41,35,41,46,30,41,35,6,35,49,10,41,32,32,41,42,8,49,41,41
42,17,10,42,0,23,21,17,42,42,21,42,14,8,25,8,1,42,15,42,10,42,17,42,45,42,31,8,25,21,48,21,0,6,1,41,6,6,33,1,17,42,42,0,25,42,8,1,0,31
32,3,49,43,0,23,39,40,42,47,21,32,40,16,34,39,22,42,15,20,43,20,43,20,49,33,43,39,43,39,39,36,43,20,30,21,43,36,32,43,43,42,32,43,12,43,22,49,0,43
5,5,14,44,44,44,21,1,44,7,21,19,14,16,44,44,44,42,12,14,44,20,44,44,49,33,33,16,5,16,3,36,33,44,1,5,44,36,33,1,37,42,14,3,44,44,20,5,0,20
45,45,24,28,0,29,27,1,0,18,0,18,14,18,34,18,22,27,45,18,28,42,18,18,45,45,45,28,45,24,48,1,0,11,45,11,24,6,33,1,22,48,48,0,26,45,22,19,0,22
32,46,14,29,1,23,23,38,42,7,12,18,46,33,25,12,29,42,12,12,38,12,38,46,49,33,33,1,25,46,23,38,33,46,46,13,47,46,33,1,46,46,29,19,46,29,46,12,0,33
32,17,14,9,47,9,47,17,7,47,7,18,38,36,25,9,1,47,45,37,4,9,47,47,45,9,31,1,9,47,47,36,36,36,47,5,47,36,47,4,37,47,47,47,12,47,47,47,37,47
42,31,14,9,6,9,30,17,42,48,21,18,14,30,25,30,22,42,15,37,30,42,48,42,37,48,48,48,25,21,48,30,41,6,30,41,48,30,31,49,22,48,48,34,48,42,22,19,48,22
49,49,49,26,0,29,39,17,0,47,21,18,26,49,34,39,27,47,49,20,49,39,18,20,49,9,49,39,26,24,39,49,0,20,26,13,20,30,47,49,49,48,48,39,26,47,49,49,0,49
